title,description,file,category
Guión que sirvió de base para la reunión de S.M. el Rey con el Presidente del Gobierno. el ministro de Defensa y la Junta de Jefes de Estado Mayor (14 de diciembre de 1981).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_1_R.pdf,Ministerio de Defensa
Relación CESID (Dirección) - General Jefe del Estado Mayor (Capitanía).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_2_R.pdf,Ministerio de Defensa
Relación CESID (Dirección) - PREJUJEM (J2).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_3_R.pdf,Ministerio de Defensa
Resumen de la actuación del Departamento de Defensa Interna.,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_4_R.pdf,Ministerio de Defensa
Actitud del CESID ante la situación provocada por los incidentes en el Congreso.,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_5_R.pdf,Ministerio de Defensa
Informe sobre la participación de miembros de la AOME (CESID) en los hechos del 23 de febrero de 1981.,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_6_R.pdf,Ministerio de Defensa
Investigación y declaraciones personal AOME por JDDI (9 de abril de 1981).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_7_R.pdf,Ministerio de Defensa
Carta de José Cortina Prieto para Emilio Manglano (3 de octubre de 1981).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_8_R.pdf,Ministerio de Defensa
Comisiones militares (10 de marzo de 1982).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_9_R.pdf,Ministerio de Defensa
Comisiones militares en la vista de la causa 2/81 del Consejo Supremo de Justicia Militar.,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_10_R.pdf,Ministerio de Defensa
Ambiente en los cuarteles (25 de febrero de 1982).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_11_R.pdf,Ministerio de Defensa
Sobre la anunciada libertad provisional de algunos procesados en la causa 2/81 (19 de abril de 1982).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_12_R.pdf,Ministerio de Defensa
Reunión sobre acontecimientos recientes (8 de marzo de 1982).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_13_R.pdf,Ministerio de Defensa
Nota al PREJUJEM (Presidente de la Junta de Jefes de Estado Mayor). Algunos datos para una crónica de un golpe anunciado (Jesús M. Paricio).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_14_R.pdf,Ministerio de Defensa
Incidente entre la defensa del Teniente General Milans del Bosch y la prensa (28 de abril de 1982).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_15_R.pdf,Ministerio de Defensa
Comentarios sobre la sentencia del 23-F. Cuartel general de la Junta de Jefes de Estado Mayor (6 de junio de 1982).,Centro Nacional de Inteligencia (CNI),https://s1.ppllstatics.com/comun/img/2026/papeles-23f/Documento_16_R.pdf,Ministerio de Defensa
