id,Tipo-costa,Altitud,Tipo-alttud,tipo-altitud-2,grupo_pob,NOMBRE COMPLETO,MUNICIPIO,PROVINCIA,CÓDIGO,ENTRADAS_2024,ENTRADAS_2019,pob_2024,tipo-pob,pob_2019,ENTRADASXHAB,ENTRADASXHAB_19,ENTRADASXTRAB,cnae-suma,VAR_ENTRADAS,recepcion_español_2024,recepcion_internacional_2024,ENTRADAS_ext
814,yes,481,Menos de 1000 metros,201-600,101-500,07019 Escorca,Escorca,Illes Balears,07019,30772,19038,203,<500,212,"151,59","89,80","225,44","136,50","0,62",1477,29295,"4,80"
4832,no,944,Menos de 1000 metros,601-1.000,1-100,31211 Orreaga/Roncesvalles,Orreaga/Roncesvalles,Navarra,31211,3117,3865,21,<500,22,"148,43","175,68","49,48","63,00","-0,19",1061,2056,"34,04"
3104,no,892,Menos de 1000 metros,601-1.000,1-100,19288 Tortuero,Tortuero,Guadalajara,19288,2631,431,21,<500,18,"125,29","23,94","2631,00","1,00","5,10",2631,0,"100,00"
4101,no,583,Menos de 1000 metros,201-600,1-100,26048 Cidamón,Cidamón,La Rioja,26048,1883,0,17,<500,25,"110,76",,,"0,00",No se puede calcular,1883,0,"100,00"
1295,no,907,Menos de 1000 metros,601-1.000,1-100,09155 Haza,Haza,Burgos,09155,3529,0,34,<500,30,"103,79",,,"0,00",No se puede calcular,3261,268,"92,41"
2938,no,1359,Entre 1000 y 1499 metros,1.001-1.500,1-100,19104 Chequilla,Chequilla,Guadalajara,19104,1234,304,14,<500,18,"88,14","16,89",,"0,00","3,06",1234,0,"100,00"
5429,no,678,Menos de 1000 metros,601-1.000,101-500,37086 Carpio de Azaba,Carpio de Azaba,Salamanca,37086,9201,3927,112,<500,112,"82,15","35,06","9201,00","1,00","1,34",2392,6809,"26,00"
3105,no,1379,Entre 1000 y 1499 metros,1.001-1.500,1-100,19289 Traíd,Traíd,Guadalajara,19289,1427,755,19,<500,23,"75,11","32,83",,"0,00","0,89",1427,0,"100,00"
2541,no,112,Menos de 1000 metros,0-200,1001-5000,"17086 Jonquera, La","Jonquera, La",Girona,17086,252582,155278,3408,2.000 – 9.999,3290,"74,11","47,20","387,40","652,00","0,63",35377,217205,"14,01"
2918,no,1210,Entre 1000 y 1499 metros,1.001-1.500,1-100,19076 Castellar de la Muela,Castellar de la Muela,Guadalajara,19076,1396,338,19,<500,22,"73,47","15,36",,"0,00","3,13",1396,0,"100,00"
2933,no,1018,Entre 1000 y 1499 metros,1.001-1.500,1-100,19097 Congostrina,Congostrina,Guadalajara,19097,1204,92,17,<500,17,"70,82","5,41","1204,00","1,00","12,09",1057,147,"87,79"
1273,no,974,Menos de 1000 metros,601-1.000,1-100,09127 Fontioso,Fontioso,Burgos,09127,3754,2833,54,<500,54,"69,52","52,46",,"0,00","0,33",2214,1540,"58,98"
2912,no,1268,Entre 1000 y 1499 metros,1.001-1.500,1-100,"19067 Cardoso de la Sierra, El","Cardoso de la Sierra, El",Guadalajara,19067,3198,3833,50,<500,60,"63,96","63,88","3198,00","1,00","-0,17",2927,271,"91,53"
3486,no,1020,Entre 1000 y 1499 metros,1.001-1.500,101-500,22230 Torla-Ordesa,Torla-Ordesa,Huesca,22230,21042,19418,335,<500,304,"62,81","63,88","80,31","262,00","0,08",16632,4410,"79,04"
4859,no,94,Menos de 1000 metros,0-200,101-500,31239 Urdazubi/Urdax,Urdazubi/Urdax,Navarra,31239,22786,9604,364,<500,349,"62,60","27,52","396,28","57,50","1,37",1097,21689,"4,81"
6698,no,680,Menos de 1000 metros,601-1.000,1-100,44167 Obón,Obón,Teruel,44167,1939,1222,31,<500,44,"62,55","27,77","1292,67","1,50","0,59",1939,0,"100,00"
456,no,948,Menos de 1000 metros,601-1.000,1-100,05086 Gimialcón,Gimialcón,Ávila,05086,4065,2174,66,<500,75,"61,59","28,99",,"0,00","0,87",3924,141,"96,53"
8046,no,803,Menos de 1000 metros,601-1.000,1-100,"50210 Pintanos, Los","Pintanos, Los",Zaragoza,50210,2086,98,37,<500,37,"56,38","2,65","1043,00","2,00","20,29",1815,271,"87,01"
5910,no,1006,Entre 1000 y 1499 metros,1.001-1.500,101-500,40046 Castillejo de Mesleón,Castillejo de Mesleón,Segovia,40046,6195,4143,110,<500,136,"56,32","30,46","281,59","22,00","0,50",4769,1426,"76,98"
7259,no,753,Menos de 1000 metros,601-1.000,1-100,47002 Aguasal,Aguasal,Valladolid,47002,1059,579,19,<500,19,"55,74","30,47",,"0,00","0,83",880,179,"83,10"
2886,no,991,Menos de 1000 metros,601-1.000,1-100,19038 Arbeteta,Arbeteta,Guadalajara,19038,870,339,16,<500,22,"54,38","15,41","870,00","1,00","1,57",870,0,"100,00"
563,no,1114,Entre 1000 y 1499 metros,1.001-1.500,1-100,05199 San Bartolomé de Béjar,San Bartolomé de Béjar,Ávila,05199,2639,124,49,<500,37,"53,86","3,35",,"0,00","20,28",2639,0,"100,00"
6009,no,1189,Entre 1000 y 1499 metros,1.001-1.500,1-100,40161 Carabias,Carabias,Segovia,40161,2833,2034,54,<500,57,"52,46","35,68",,"0,00","0,39",2623,210,"92,59"
3003,no,1254,Entre 1000 y 1499 metros,1.001-1.500,1-100,19178 Megina,Megina,Guadalajara,19178,1392,216,27,<500,32,"51,56","6,75",,"0,00","5,44",1392,0,"100,00"
1184,no,551,Menos de 1000 metros,201-600,101-500,09016 Ameyugo,Ameyugo,Burgos,09016,5545,6794,108,<500,107,"51,34","63,50","201,64","27,50","-0,18",1616,3929,"29,14"
5364,no,864,Menos de 1000 metros,601-1.000,1-100,37013 Aldeacipreste,Aldeacipreste,Salamanca,37013,4644,0,91,<500,109,"51,03",,"4644,00","1,00",No se puede calcular,4418,226,"95,13"
486,no,1286,Entre 1000 y 1499 metros,1.001-1.500,1-100,05119 Manjabálago y Ortigosa de Rioalmar,Manjabálago y Ortigosa de Rioalmar,Ávila,05119,1315,1203,26,<500,24,"50,58","50,13",,"0,00","0,09",1315,0,"100,00"
2233,no,810,Menos de 1000 metros,601-1.000,1-100,16011 Alcohujate,Alcohujate,Cuenca,16011,1334,1202,27,<500,28,"49,41","42,93","1334,00","1,00","0,11",1242,92,"93,10"
3009,no,1015,Entre 1000 y 1499 metros,1.001-1.500,1-100,"19185 Miñosa, La","Miñosa, La",Guadalajara,19185,1560,0,32,<500,28,"48,75",,"1560,00","1,00",No se puede calcular,1454,106,"93,21"
454,no,1062,Entre 1000 y 1499 metros,1.001-1.500,1-100,05084 Gilbuena,Gilbuena,Ávila,05084,2246,0,47,<500,64,"47,79",,,"0,00",No se puede calcular,2246,0,"100,00"
6283,no,938,Menos de 1000 metros,601-1.000,1-100,42116 Miño de San Esteban,Miño de San Esteban,Soria,42116,1888,828,40,<500,46,"47,20","18,00",,"0,00","1,28",1804,84,"95,55"
5814,yes,24,Menos de 1000 metros,0-200,1001-5000,39047 Noja,Noja,Cantabria,39047,126881,130038,2700,2.000 – 9.999,2556,"46,99","50,88","112,28","1130,00","-0,02",123674,3207,"97,47"
3864,no,908,Menos de 1000 metros,601-1.000,1-100,25045 Bausen,Bausen,Lleida,25045,2700,2175,60,<500,58,"45,00","37,50","1350,00","2,00","0,24",144,2556,"5,33"
3360,no,1024,Entre 1000 y 1499 metros,1.001-1.500,101-500,22057 Bielsa,Bielsa,Huesca,22057,21857,20241,487,<500,457,"44,88","44,29","112,96","193,50","0,08",12637,9220,"57,82"
6576,no,1075,Entre 1000 y 1499 metros,1.001-1.500,101-500,44026 Arcos de las Salinas,Arcos de las Salinas,Teruel,44026,4936,2775,110,<500,119,"44,87","23,32","1645,33","3,00","0,78",4829,107,"97,83"
3078,no,1242,Entre 1000 y 1499 metros,1.001-1.500,1-100,19259 Somolinos,Somolinos,Guadalajara,19259,1165,289,26,<500,30,"44,81","9,63",,"0,00","3,03",1165,0,"100,00"
1381,no,978,Menos de 1000 metros,601-1.000,1-100,09269 Pinilla de los Moros,Pinilla de los Moros,Burgos,09269,1459,0,33,<500,35,"44,21",,,"0,00",No se puede calcular,1346,113,"92,25"
3418,no,572,Menos de 1000 metros,201-600,101-500,22133 Labuerda,Labuerda,Huesca,22133,7622,1908,173,<500,162,"44,06","11,78","99,63","76,50","2,99",6697,925,"87,86"
6263,no,861,Menos de 1000 metros,601-1.000,1-100,42088 Fuentelmonge,Fuentelmonge,Soria,42088,2685,275,61,<500,61,"44,02","4,51",,"0,00","8,76",2685,0,"100,00"
3377,no,1037,Entre 1000 y 1499 metros,1.001-1.500,501-1000,22078 Canfranc,Canfranc,Huesca,22078,26862,11634,612,500 – 1.999,540,"43,89","21,54","113,10","237,50","1,31",24476,2386,"91,12"
4077,no,595,Menos de 1000 metros,201-600,101-500,26024 Bañares,Bañares,La Rioja,26024,8718,5439,199,<500,241,"43,81","22,57","249,09","35,00","0,60",8497,221,"97,47"
8080,no,520,Menos de 1000 metros,201-600,1-100,50245 Sigüés,Sigüés,Zaragoza,50245,3018,2353,70,<500,83,"43,11","28,35","3018,00","1,00","0,28",1920,1098,"63,62"
4026,no,739,Menos de 1000 metros,601-1.000,501-1000,"25239 Valls de Valira, Les","Valls de Valira, Les",Lleida,25239,34734,25880,810,500 – 1.999,791,"42,88","32,72","614,76","56,50","0,34",14162,20572,"40,77"
3389,no,606,Menos de 1000 metros,601-1.000,101-500,22090 Colungo,Colungo,Huesca,22090,5658,1675,132,<500,110,"42,86","15,23","377,20","15,00","2,38",4586,1072,"81,05"
6292,no,1026,Entre 1000 y 1499 metros,1.001-1.500,1-100,42127 Nafría de Ucero,Nafría de Ucero,Soria,42127,1542,0,36,<500,36,"42,83",,,"0,00",No se puede calcular,1542,0,"100,00"
2645,yes,42,Menos de 1000 metros,0-200,101-500,17197 Torrent,Torrent,València/Valencia,17197,7399,0,173,<500,175,"42,77",,"52,85","140,00",No se puede calcular,17006,9226,"64,83"
3465,no,1304,Entre 1000 y 1499 metros,1.001-1.500,1001-5000,22204 Sallent de Gállego,Sallent de Gállego,Huesca,22204,64541,46999,1516,500 – 1.999,1478,"42,57","31,80","88,53","729,00","0,37",44088,20453,"68,31"
4868,no,361,Menos de 1000 metros,201-600,101-500,31248 Luzaide/Valcarlos,Luzaide/Valcarlos,Navarra,31248,13031,10969,309,<500,329,"42,17","33,34","4343,67","3,00","0,19",329,12702,"2,52"
526,no,1301,Entre 1000 y 1499 metros,1.001-1.500,1-100,05162 Navalperal de Tormes,Navalperal de Tormes,Ávila,05162,3210,802,77,<500,82,"41,69","9,78","3210,00","1,00","3,00",3094,116,"96,39"
6261,no,1023,Entre 1000 y 1499 metros,1.001-1.500,1-100,42086 Fuentecambrón,Fuentecambrón,Soria,42086,1328,245,32,<500,34,"41,50","7,21",,"0,00","4,42",1328,0,"100,00"
1894,no,1038,Entre 1000 y 1499 metros,1.001-1.500,101-500,12090 Pina de Montalgrao,Pina de Montalgrao,Castelló/Castellón,12090,4892,3041,118,<500,111,"41,46","27,40","1956,80","2,50","0,61",4379,513,"89,51"
479,no,1009,Entre 1000 y 1499 metros,1.001-1.500,101-500,"05112 Losar del Barco, El","Losar del Barco, El",Ávila,05112,4256,2630,103,<500,105,"41,32","25,05","4256,00","1,00","0,62",3995,261,"93,87"
6035,no,1082,Entre 1000 y 1499 metros,1.001-1.500,101-500,40191 Santo Tomé del Puerto,Santo Tomé del Puerto,Segovia,40191,9620,10373,234,<500,252,"41,11","41,16","181,51","53,00","-0,07",8233,1387,"85,58"
8105,no,553,Menos de 1000 metros,201-600,1-100,50270 Urriés,Urriés,Zaragoza,50270,2014,54,49,<500,39,"41,10","1,38","1007,00","2,00","36,30",2014,0,"100,00"
2435,no,763,Menos de 1000 metros,601-1.000,1-100,16259 Villar del Infantado,Villar del Infantado,Cuenca,16259,1196,0,31,<500,43,"38,58",,,"0,00",No se puede calcular,1196,0,"100,00"
4012,no,990,Menos de 1000 metros,601-1.000,101-500,25221 Tírvia,Tírvia,Lleida,25221,5552,0,144,<500,131,"38,56",,"1388,00","4,00",No se puede calcular,5338,214,"96,15"
1368,no,633,Menos de 1000 metros,601-1.000,101-500,09251 Pancorbo,Pancorbo,Burgos,09251,16839,11940,437,<500,434,"38,53","27,51","271,60","62,00","0,41",6217,10622,"36,92"
5554,no,992,Menos de 1000 metros,601-1.000,1-100,37218 Navamorales,Navamorales,Salamanca,37218,1672,0,44,<500,51,"38,00",,,"0,00",No se puede calcular,1672,0,"100,00"
5876,no,1207,Entre 1000 y 1499 metros,1.001-1.500,1-100,40007 Aldealengua de Pedraza,Aldealengua de Pedraza,Segovia,40007,3000,2716,79,<500,72,"37,97","37,72","3000,00","1,00","0,10",2919,81,"97,30"
1901,no,1015,Entre 1000 y 1499 metros,1.001-1.500,1-100,12097 Sacañet,Sacañet,Castelló/Castellón,12097,2919,852,77,<500,67,"37,91","12,72",,"0,00","2,43",2794,125,"95,72"
2874,no,1054,Entre 1000 y 1499 metros,1.001-1.500,1-100,19020 Almadrones,Almadrones,Guadalajara,19020,2539,3170,67,<500,57,"37,90","55,61","41,28","61,50","-0,20",2118,421,"83,42"
3913,no,498,Menos de 1000 metros,201-600,101-500,25103 Granyanella,Granyanella,Lleida,25103,5271,3329,140,<500,148,"37,65","22,49","175,70","30,00","0,58",4200,1071,"79,68"
2590,yes,14,Menos de 1000 metros,0-200,1001-5000,"17140 Port de la Selva, El","Port de la Selva, El",Girona,17140,39816,35147,1061,500 – 1.999,970,"37,53","36,23","100,17","397,50","0,13",28294,11522,"71,06"
1394,no,933,Menos de 1000 metros,601-1.000,101-500,09288 Quintanapalla,Quintanapalla,Burgos,09288,4491,11600,120,<500,112,"37,43","103,57","44,69","100,50","-0,61",1607,2884,"35,78"
2903,no,844,Menos de 1000 metros,601-1.000,1-100,19055 Bujalaro,Bujalaro,Guadalajara,19055,1980,56,53,<500,47,"37,36","1,19","1980,00","1,00","34,36",1782,198,"90,00"
2288,no,932,Menos de 1000 metros,601-1.000,101-500,16072 Castillo de Garcimuñoz,Castillo de Garcimuñoz,Cuenca,16072,4876,4050,132,<500,134,"36,94","30,22","171,09","28,50","0,20",4586,290,"94,05"
424,no,1174,Entre 1000 y 1499 metros,1.001-1.500,1-100,05052 Casas del Puerto,Casas del Puerto,Ávila,05052,3061,3294,83,<500,89,"36,88","37,01",,"0,00","-0,07",3061,0,"100,00"
6562,no,658,Menos de 1000 metros,601-1.000,1-100,44011 Alcaine,Alcaine,Teruel,44011,1435,660,39,<500,59,"36,79","11,19",,"0,00","1,17",1435,0,"100,00"
3369,no,1259,Entre 1000 y 1499 metros,1.001-1.500,1-100,22067 Bonansa,Bonansa,Huesca,22067,3163,641,86,<500,88,"36,78","7,28","234,30","13,50","3,93",2925,238,"92,48"
2447,no,867,Menos de 1000 metros,601-1.000,1-100,16276 Yémeda,Yémeda,Cuenca,16276,696,761,19,<500,21,"36,63","36,24",,"0,00","-0,09",696,0,"100,00"
5972,no,833,Menos de 1000 metros,601-1.000,101-500,40120 Martín Muñoz de la Dehesa,Martín Muñoz de la Dehesa,Segovia,40120,11245,1978,307,<500,235,"36,63","8,42",,"0,00","4,69",11245,0,"100,00"
6352,no,1034,Entre 1000 y 1499 metros,1.001-1.500,1-100,42201 Velilla de la Sierra,Velilla de la Sierra,Soria,42201,984,1151,27,<500,24,"36,44","47,96",,"0,00","-0,15",863,121,"87,70"
4102,no,487,Menos de 1000 metros,201-600,101-500,26049 Cihuri,Cihuri,La Rioja,26049,7283,3157,200,<500,178,"36,42","17,74","693,62","10,50","1,31",7079,204,"97,20"
2502,no,1220,Entre 1000 y 1499 metros,1.001-1.500,101-500,17043 Queralbs,Queralbs,Girona,17043,7491,7331,206,<500,191,"36,36","38,38","282,68","26,50","0,02",6974,517,"93,10"
3376,no,283,Menos de 1000 metros,201-600,101-500,22077 Candasnos,Candasnos,Huesca,22077,15322,4449,422,<500,462,"36,31","9,63","15322,00","1,00","2,44",13686,1636,"89,32"
6638,no,1017,Entre 1000 y 1499 metros,1.001-1.500,1-100,44101 Ferreruela de Huerva,Ferreruela de Huerva,Teruel,44101,2830,2034,78,<500,56,"36,28","36,32","246,09","11,50","0,39",2709,121,"95,72"
3371,no,903,Menos de 1000 metros,601-1.000,501-1000,22069 Broto,Broto,Huesca,22069,22046,20012,608,500 – 1.999,522,"36,26","38,34","90,54","243,50","0,10",19952,2094,"90,50"
6236,no,1204,Entre 1000 y 1499 metros,1.001-1.500,1-100,42056 Castilfrío de la Sierra,Castilfrío de la Sierra,Soria,42056,1230,1322,34,<500,29,"36,18","45,59",,"0,00","-0,07",1230,0,"100,00"
2942,no,747,Menos de 1000 metros,601-1.000,101-500,19108 Durón,Durón,Guadalajara,19108,3999,2522,111,<500,106,"36,03","23,79","999,75","4,00","0,59",3867,132,"96,70"
2871,no,1116,Entre 1000 y 1499 metros,1.001-1.500,1-100,19017 Algora,Algora,Guadalajara,19017,3387,3418,96,<500,70,"35,28","48,83","127,81","26,50","-0,01",2857,530,"84,35"
626,no,1348,Entre 1000 y 1499 metros,1.001-1.500,101-500,05901 San Juan de Gredos,San Juan de Gredos,Ávila,05901,8003,5984,228,<500,256,"35,10","23,38","762,19","10,50","0,34",7854,149,"98,14"
3131,no,853,Menos de 1000 metros,601-1.000,1-100,19322 Villaseca de Henares,Villaseca de Henares,Guadalajara,19322,1016,153,29,<500,27,"35,03","5,67",,"0,00","5,64",1016,0,"100,00"
3004,no,845,Menos de 1000 metros,601-1.000,1-100,19179 Membrillera,Membrillera,Guadalajara,19179,3373,1602,97,<500,98,"34,77","16,35","2248,67","1,50","1,11",3373,0,"100,00"
406,no,948,Menos de 1000 metros,601-1.000,101-500,05033 Blascomillán,Blascomillán,Ávila,05033,5880,1461,170,<500,193,"34,59","7,57","5880,00","1,00","3,02",5705,175,"97,02"
5551,no,856,Menos de 1000 metros,601-1.000,101-500,37215 Nava de Sotrobal,Nava de Sotrobal,Salamanca,37215,5520,806,160,<500,155,"34,50","5,20","5520,00","1,00","5,85",5407,113,"97,95"
3441,no,1186,Entre 1000 y 1499 metros,1.001-1.500,501-1000,22170 Panticosa,Panticosa,Huesca,22170,31093,20159,909,500 – 1.999,784,"34,21","25,71","90,26","344,50","0,54",29601,1492,"95,20"
410,no,1139,Entre 1000 y 1499 metros,1.001-1.500,101-500,05037 Bohoyo,Bohoyo,Ávila,05037,7151,4709,214,<500,237,"33,42","19,87","953,47","7,50","0,52",6978,173,"97,58"
2576,yes,52,Menos de 1000 metros,0-200,1001-5000,17124 Pals,Pals,Girona,17124,85040,85186,2556,2.000 – 9.999,2411,"33,27","35,33","85,94","989,50","0,00",41217,43823,"48,47"
6068,no,1051,Entre 1000 y 1499 metros,1.001-1.500,1-100,40229 Villaverde de Montejo,Villaverde de Montejo,Segovia,40229,692,0,21,<500,27,"32,95",,,"0,00",No se puede calcular,692,0,"100,00"
3005,no,1150,Entre 1000 y 1499 metros,1.001-1.500,1-100,19181 Miedes de Atienza,Miedes de Atienza,Guadalajara,19181,1913,926,59,<500,59,"32,42","15,69","1913,00","1,00","1,07",1913,0,"100,00"
2910,no,1318,Entre 1000 y 1499 metros,1.001-1.500,101-500,19065 Cantalojas,Cantalojas,Guadalajara,19065,3776,1489,117,<500,151,"32,27","9,86","215,77","17,50","1,54",3605,171,"95,47"
6553,no,1168,Entre 1000 y 1499 metros,1.001-1.500,1-100,44002 Abejuela,Abejuela,Teruel,44002,1823,612,57,<500,48,"31,98","12,75",,"0,00","1,98",1823,0,"100,00"
3455,no,1173,Entre 1000 y 1499 metros,1.001-1.500,101-500,22189 Puértolas,Puértolas,Huesca,22189,7133,5809,224,<500,212,"31,84","27,40","91,45","78,00","0,23",3490,3643,"48,93"
5917,no,1129,Entre 1000 y 1499 metros,1.001-1.500,101-500,40054 Cerezo de Arriba,Cerezo de Arriba,Segovia,40054,4244,6210,134,<500,136,"31,67","45,66","101,05","42,00","-0,32",4001,243,"94,27"
5928,no,903,Menos de 1000 metros,601-1.000,1-100,40068 Domingo García,Domingo García,Segovia,40068,1000,0,32,<500,25,"31,25",,,"0,00",No se puede calcular,1000,0,"100,00"
3032,no,754,Menos de 1000 metros,601-1.000,101-500,19211 Pareja,Pareja,Guadalajara,19211,14838,8580,477,<500,393,"31,11","21,83","1099,11","13,50","0,73",14595,243,"98,36"
3498,no,948,Menos de 1000 metros,601-1.000,1-100,22247 Viacamp y Litera,Viacamp y Litera,Huesca,22247,1275,763,41,<500,36,"31,10","21,19","150,00","8,50","0,67",1017,258,"79,76"
2925,no,1020,Entre 1000 y 1499 metros,1.001-1.500,1-100,19087 Cincovillas,Cincovillas,Guadalajara,19087,590,395,19,<500,22,"31,05","17,95","590,00","1,00","0,49",590,0,"100,00"
2525,no,1149,Entre 1000 y 1499 metros,1.001-1.500,501-1000,17069 Fontanals de Cerdanya,Fontanals de Cerdanya,Girona,17069,16455,9846,531,500 – 1.999,444,"30,99","22,18","113,48","145,00","0,67",13285,3170,"80,74"
609,no,1095,Entre 1000 y 1499 metros,1.001-1.500,1-100,05249 Umbrías,Umbrías,Ávila,05249,3097,3182,100,<500,99,"30,97","32,14","774,25","4,00","-0,03",3000,97,"96,87"
2671,no,1071,Entre 1000 y 1499 metros,1.001-1.500,101-500,17224 Vilallonga de Ter,Vilallonga de Ter,Girona,17224,12177,8654,395,<500,398,"30,83","21,74","308,28","39,50","0,41",11340,837,"93,13"
5773,yes,58,Menos de 1000 metros,0-200,1001-5000,39006 Arnuero,Arnuero,Cantabria,39006,69654,51251,2279,2.000 – 9.999,2103,"30,56","24,37","97,08","717,50","0,36",66382,3272,"95,30"
2458,no,779,Menos de 1000 metros,601-1.000,101-500,16908 Pozorrubielos de la Mancha,Pozorrubielos de la Mancha,Cuenca,16908,4985,4724,164,<500,180,"30,40","26,24","129,48","38,50","0,06",4633,352,"92,94"
6045,no,1082,Entre 1000 y 1499 metros,1.001-1.500,1-100,40202 Torreadrada,Torreadrada,Segovia,40202,1518,491,50,<500,55,"30,36","8,93","1518,00","1,00","2,09",1518,0,"100,00"
2594,yes,76,Menos de 1000 metros,0-200,101-500,17144 Regencós,Regencós,Girona,17144,8451,8007,279,<500,269,"30,29","29,77","252,27","33,50","0,06",5827,2624,"68,95"
3093,no,1182,Entre 1000 y 1499 metros,1.001-1.500,1-100,19277 Torrecuadrada de Molina,Torrecuadrada de Molina,Guadalajara,19277,665,96,22,<500,18,"30,23","5,33",,"0,00","5,93",665,0,"100,00"
2879,no,1398,Entre 1000 y 1499 metros,1.001-1.500,101-500,19027 Alustante,Alustante,Guadalajara,19027,4340,1274,145,<500,153,"29,93","8,33","4340,00","1,00","2,41",4079,261,"93,99"
6277,no,919,Menos de 1000 metros,601-1.000,1-100,42107 Magaña,Magaña,Soria,42107,1903,450,64,<500,69,"29,73","6,52","1903,00","1,00","3,23",1780,123,"93,54"
6563,no,1403,Entre 1000 y 1499 metros,1.001-1.500,101-500,44012 Alcalá de la Selva,Alcalá de la Selva,Teruel,44012,11122,10246,378,<500,343,"29,42","29,87","234,15","47,50","0,09",10971,151,"98,64"
5986,no,1020,Entre 1000 y 1499 metros,1.001-1.500,101-500,40135 Muñopedro,Muñopedro,Segovia,40135,9076,1283,309,<500,303,"29,37","4,23","533,88","17,00","6,07",8902,174,"98,08"
1536,no,718,Menos de 1000 metros,601-1.000,1-100,09485 Zuñeda,Zuñeda,Burgos,09485,1662,2124,57,<500,56,"29,16","37,93",,"0,00","-0,22",783,879,"47,11"
6227,no,1063,Entre 1000 y 1499 metros,1.001-1.500,1-100,42046 Calatañazor,Calatañazor,Soria,42046,1252,948,43,<500,51,"29,12","18,59","78,25","16,00","0,32",957,295,"76,44"
5969,no,952,Menos de 1000 metros,601-1.000,101-500,40115 Maderuelo,Maderuelo,Segovia,40115,2927,4701,101,<500,168,"28,98","27,98","418,14","7,00","-0,38",2703,224,"92,35"
6660,no,934,Menos de 1000 metros,601-1.000,1-100,"44124 Hoz de la Vieja, La","Hoz de la Vieja, La",Teruel,44124,2521,3197,87,<500,83,"28,98","38,52","2521,00","1,00","-0,21",2521,0,"100,00"
7751,no,725,Menos de 1000 metros,601-1.000,1-100,49170 Quintanilla de Urz,Quintanilla de Urz,Zamora,49170,2801,1152,97,<500,101,"28,88","11,41","65,91","42,50","1,43",1586,1215,"56,62"
2927,no,1262,Entre 1000 y 1499 metros,1.001-1.500,1-100,19089 Ciruelos del Pinar,Ciruelos del Pinar,Guadalajara,19089,775,586,27,<500,29,"28,70","20,21","775,00","1,00","0,32",775,0,"100,00"
3929,no,831,Menos de 1000 metros,601-1.000,101-500,25124 Lladurs,Lladurs,Lleida,25124,5288,1223,185,<500,176,"28,58","6,95","235,02","22,50","3,32",4352,936,"82,30"
1222,no,721,Menos de 1000 metros,601-1.000,101-500,09060 Busto de Bureba,Busto de Bureba,Burgos,09060,4086,644,143,<500,139,"28,57","4,63","1021,50","4,00","5,34",3995,91,"97,77"
5989,no,1192,Entre 1000 y 1499 metros,1.001-1.500,101-500,40139 Navafría,Navafría,Segovia,40139,7965,4381,279,<500,281,"28,55","15,59","218,22","36,50","0,82",7770,195,"97,55"
2231,no,843,Menos de 1000 metros,601-1.000,1-100,16009 Alcantud,Alcantud,Cuenca,16009,1629,674,58,<500,51,"28,09","13,22",,"0,00","1,42",1629,0,"100,00"
6287,no,1154,Entre 1000 y 1499 metros,1.001-1.500,101-500,42120 Montejo de Tiermes,Montejo de Tiermes,Soria,42120,3864,1236,140,<500,155,"27,60","7,97","772,80","5,00","2,13",3653,211,"94,54"
7769,no,1061,Entre 1000 y 1499 metros,1.001-1.500,101-500,49189 San Justo,San Justo,Zamora,49189,5930,1068,215,<500,208,"27,58","5,13","1976,67","3,00","4,55",5695,235,"96,04"
6272,no,1095,Entre 1000 y 1499 metros,1.001-1.500,1-100,42098 Herrera de Soria,Herrera de Soria,Soria,42098,303,174,11,<500,9,"27,55","19,33",,"0,00","0,74",303,0,"100,00"
518,no,1520,1500 metros y más,1.001-1.500,1-100,05154 Navadijos,Navadijos,Ávila,05154,797,0,29,<500,37,"27,48",,,"0,00",No se puede calcular,797,0,"100,00"
3119,no,908,Menos de 1000 metros,601-1.000,101-500,19305 Valdepeñas de la Sierra,Valdepeñas de la Sierra,Guadalajara,19305,4093,3427,149,<500,152,"27,47","22,55","2046,50","2,00","0,19",3831,262,"93,60"
473,no,1484,Entre 1000 y 1499 metros,1.001-1.500,101-500,05105 Hoyos del Espino,Hoyos del Espino,Ávila,05105,9432,7745,344,<500,383,"27,42","20,22","92,93","101,50","0,22",9166,266,"97,18"
6075,no,910,Menos de 1000 metros,601-1.000,1-100,40903 Marazoleja,Marazoleja,Segovia,40903,2632,150,96,<500,101,"27,42","1,49","1316,00","2,00","16,55",2571,61,"97,68"
629,no,1125,Entre 1000 y 1499 metros,1.001-1.500,101-500,05904 Santiago del Tormes,Santiago del Tormes,Ávila,05904,2927,3936,107,<500,118,"27,36","33,36","1463,50","2,00","-0,26",2818,109,"96,28"
1320,no,666,Menos de 1000 metros,601-1.000,1-100,09190 Junta de Villalba de Losa,Junta de Villalba de Losa,Burgos,09190,2131,717,78,<500,88,"27,32","8,15",,"0,00","1,97",2131,0,"100,00"
1484,no,834,Menos de 1000 metros,601-1.000,101-500,09413 Valle de Valdebezana,Valle de Valdebezana,Burgos,09413,13131,9068,482,<500,475,"27,24","19,09","226,40","58,00","0,45",12674,457,"96,52"
2636,yes,48,Menos de 1000 metros,0-200,101-500,"17188 Selva de Mar, La","Selva de Mar, La",Girona,17188,5985,0,220,<500,196,"27,20",,"126,00","47,50",No se puede calcular,3475,2510,"58,06"
7399,no,790,Menos de 1000 metros,601-1.000,101-500,47147 San Pablo de la Moraleja,San Pablo de la Moraleja,Valladolid,47147,2902,1072,107,<500,109,"27,12","9,83","2902,00","1,00","1,71",2791,111,"96,18"
