Orden,Nombre,Frecuencia,Edad Media (*),sexo
28.936,JUNE MARY,21 ,"73,5",Mujer
6616,TEODULO,126 ,"73,4",Hombres
17334,BRIAN GEORGE,38 ,"73,4",Hombres
24967,BRIAN ARTHUR,24 ,"73,4",Hombres
25682,ALBERT EDWARD,23 ,"73,4",Hombres
27063,JOHN ERNEST,22 ,"73,4",Hombres
823,ENCARNACIO,2.332 ,"73,4",Mujer
1170,FE,1.416 ,"73,4",Mujer
1215,DOMITILA,1.334 ,"73,4",Mujer
7864,MARIA CARMEN DOLORES,95 ,"73,4",Mujer
7942,MARIA LUISA CARMEN,94 ,"73,4",Mujer
8789,VILLAR,83 ,"73,4",Mujer
9987,WENCESLA,71 ,"73,4",Mujer
19919,GAUDIOSO,32 ,"73,3",Hombres
24226,DICTINIO,25 ,"73,3",Hombres
28049,JOSE MARIA PEDRO,21 ,"73,3",Hombres
1629,ANTOLINA,838 ,"73,3",Mujer
1896,HUMILDAD,657 ,"73,3",Mujer
2647,MAURICIA,394 ,"73,3",Mujer
7470,MARGARET ROSE,101 ,"73,3",Mujer
8370,JANET MARY,88 ,"73,3",Mujer
8833,MADRONA,82 ,"73,3",Mujer
14744,MARIA PILAR JOSEFA,45 ,"73,3",Mujer
18023,MARIA CARMEN MARGARITA,36 ,"73,3",Mujer
18636,VISITA,35 ,"73,3",Mujer
20979,EDILBERTA,30 ,"73,3",Mujer
25.622,GORGONIA,24 ,"73,3",Mujer
30.392,MARIA MERCEDES JOSEF,20 ,"73,3",Mujer
8503,RAYMOND JOHN,92 ,"73,2",Hombres
13860,DOMNINO,50 ,"73,2",Hombres
14324,DOMICIO,48 ,"73,2",Hombres
14846,CELERINO,46 ,"73,2",Hombres
371,BENITA,6.997 ,"73,2",Mujer
433,AVELINA,5.478 ,"73,2",Mujer
3396,BUENAVENTURA,277 ,"73,2",Mujer
7504,ALVARA,100 ,"73,2",Mujer
9830,KATHLEEN MARY,72 ,"73,2",Mujer
11588,MAUREEN ELIZABETH,59 ,"73,2",Mujer
12334,PAMELA JEAN,55 ,"73,2",Mujer
18475,MARIA CARMEN FRANCISCA,35 ,"73,2",Mujer
19205,ARSILIA,33 ,"73,2",Mujer
19970,MARIA JOSEFA ISABEL,32 ,"73,2",Mujer
21917,MONTESION,29 ,"73,2",Mujer
24.761,JAIMINA,25 ,"73,2",Mujer
25.075,PETRA FRANCISCA,25 ,"73,2",Mujer
28.077,OLGUITA,22 ,"73,2",Mujer
30.036,FRANCISCA MARIA CARMEN,20 ,"73,2",Mujer
30.412,MARIA TERESA FRANCISCA,20 ,"73,2",Mujer
23881,RAYMOND CHARLES,26 ,"73,1",Hombres
379,FILOMENA,6.760 ,"73,1",Mujer
642,IGNACIA,3.297 ,"73,1",Mujer
689,CELESTINA,2.986 ,"73,1",Mujer
690,FERMINA,2.983 ,"73,1",Mujer
2132,BRAULIA,538 ,"73,1",Mujer
4657,SEVERA,182 ,"73,1",Mujer
5822,CAROLE ANN,137 ,"73,1",Mujer
9694,ESTANISLA,73 ,"73,1",Mujer
9718,LIBERATA,73 ,"73,1",Mujer
10437,MARIA ANA JESUS,67 ,"73,1",Mujer
12931,JOSEFA MARIA CARMEN,52 ,"73,1",Mujer
17200,PAULINE MARY,38 ,"73,1",Mujer
23031,EVA BIRGITTA,27 ,"73,1",Mujer
23915,JANICE MARY,26 ,"73,1",Mujer
24.931,MARIA CARMEN ELVIRA,25 ,"73,1",Mujer
27.900,MARIA JESUS ELENA,22 ,"73,1",Mujer
29.126,MARIA JOSEFA CONCEPCION,21 ,"73,1",Mujer
8323,DONACIANO,94 ,"73,0",Hombres
11139,TEOGENES,66 ,"73,0",Hombres
13873,ENEDINO,50 ,"73,0",Hombres
18119,ERADIO,36 ,"73,0",Hombres
22890,GERMINIANO,27 ,"73,0",Hombres
26894,FRIEDHELM,22 ,"73,0",Hombres
27096,JOSE MARIA ANGEL,22 ,"73,0",Hombres
29648,TERESIANO,20 ,"73,0",Hombres
484,PATROCINIO,4.703 ,"73,0",Mujer
634,FELICIANA,3.352 ,"73,0",Mujer
673,NICOLASA,3.081 ,"73,0",Mujer
1225,EULOGIA,1.316 ,"73,0",Mujer
1925,ILDEFONSA,643 ,"73,0",Mujer
2527,OVIDIA,420 ,"73,0",Mujer
3276,SERGIA,293 ,"73,0",Mujer
5486,ARTEMIA,147 ,"73,0",Mujer
7741,TREMEDAL,97 ,"73,0",Mujer
13067,ANA MARIA JOSEFA,51 ,"73,0",Mujer
14631,CHRISTA MARIA,45 ,"73,0",Mujer
17122,MARIA AURINA,38 ,"73,0",Mujer
19966,MARIA CARMEN INES,32 ,"73,0",Mujer
21841,MARIA ISABEL JOSEFA,29 ,"73,0",Mujer
22553,MARIA SANTAS,28 ,"73,0",Mujer
27.686,ISABEL MARIA PILAR,22 ,"73,0",Mujer
27.907,MARIA LUZ PILAR,22 ,"73,0",Mujer
29.107,MARIA CARMEN MANUELA,21 ,"73,0",Mujer
30.171,JOSEFA MARIA PILAR,20 ,"73,0",Mujer
2431,EUSTASIO,446 ,"72,9",Hombres
4764,AGRIPINO,185 ,"72,9",Hombres
21549,EXUPERIO,29 ,"72,9",Hombres
22920,HEINZ DIETER,27 ,"72,9",Hombres
28428,URSICINIO,21 ,"72,9",Hombres
1100,SANTIAGA,1.582 ,"72,9",Mujer
1300,JOSEPA,1.207 ,"72,9",Mujer
6044,SUCESO,132 ,"72,9",Mujer
7191,PAULINE ANN,106 ,"72,9",Mujer
14853,VICENTINA,45 ,"72,9",Mujer
17637,PERGENTINA,37 ,"72,9",Mujer
21306,PETRA CONCEPCION,30 ,"72,9",Mujer
23669,BONAVENTURA,26 ,"72,9",Mujer
25.144,SHEILA ANNE,25 ,"72,9",Mujer
26.816,MARIA LUISA TERESA,23 ,"72,9",Mujer
29.189,MARYVONNE,21 ,"72,9",Mujer
30.169,JOSEFA DOMINGA,20 ,"72,9",Mujer
4210,KARL HEINZ,218 ,"72,8",Hombres
11889,TREVOR JOHN,61 ,"72,8",Hombres
12274,CANDELAS,58 ,"72,8",Hombres
17388,EUDOSIO,38 ,"72,8",Hombres
19706,TERENCE WILLIAM,33 ,"72,8",Hombres
23719,KENNETH CHARLES,26 ,"72,8",Hombres
24954,BERNARD JOSEPH,24 ,"72,8",Hombres
894,EDELMIRA,2.078 ,"72,8",Mujer
919,ELADIA,2.001 ,"72,8",Mujer
1717,FULGENCIA,771 ,"72,8",Mujer
2627,NORBERTA,399 ,"72,8",Mujer
3486,FORTUNATA,267 ,"72,8",Mujer
5347,PATRICIA MARY,153 ,"72,8",Mujer
8064,EDERLINDA,92 ,"72,8",Mujer
16406,MARIA PACITA,40 ,"72,8",Mujer
18041,MARIA PILAR MERCEDES,36 ,"72,8",Mujer
18764,CONSEJO,34 ,"72,8",Mujer
22532,MARIA FRUCTUOSA,28 ,"72,8",Mujer
23243,MARIA ARGELINA,27 ,"72,8",Mujer
23373,PETROLA,27 ,"72,8",Mujer
24.625,ELSA ESTER,25 ,"72,8",Mujer
24.786,JOSEFA PETRA,25 ,"72,8",Mujer
26.646,JOSEFA ADELA,23 ,"72,8",Mujer
27.656,HERMENCINA,22 ,"72,8",Mujer
28.588,CLEMORISA,21 ,"72,8",Mujer
29.096,MARIA ADMIRACION,21 ,"72,8",Mujer
30.607,ODONILA,20 ,"72,8",Mujer
5851,AFRODISIO,144 ,"72,7",Hombres
17558,PRISCILO,38 ,"72,7",Hombres
725,CONCEPCIO,2.761 ,"72,7",Mujer
1945,GUILLERMA,635 ,"72,7",Mujer
2727,MATEA,376 ,"72,7",Mujer
2935,TRINITAT,340 ,"72,7",Mujer
5363,MARIA SALADINA,152 ,"72,7",Mujer
8671,CONVERSION,84 ,"72,7",Mujer
9513,MARIA HONORINA,75 ,"72,7",Mujer
17931,IMPERIO,36 ,"72,7",Mujer
23875,HERMITA,26 ,"72,7",Mujer
30.407,MARIA ROSARIO TERESA,20 ,"72,7",Mujer
2223,LUCINIO,503 ,"72,6",Hombres
12756,SOCORRO,56 ,"72,6",Hombres
16362,DOSINDO,41 ,"72,6",Hombres
25179,HERMANN JOSEF,24 ,"72,6",Hombres
29530,ROBERT LESLIE,20 ,"72,6",Hombres
746,PASCUALA,2.652 ,"72,6",Mujer
1024,EMERITA,1.730 ,"72,6",Mujer
3210,MARIA RAMOS,300 ,"72,6",Mujer
5482,VALERIE ANN,148 ,"72,6",Mujer
7041,HERMELINA,108 ,"72,6",Mujer
13059,ADELFINA,51 ,"72,6",Mujer
13991,ADELHEID,47 ,"72,6",Mujer
18021,MARIA CARMEN ANA,36 ,"72,6",Mujer
18490,MARIA PILAR FRANCISCA,35 ,"72,6",Mujer
19457,MARIA JESUS ANTONIA,33 ,"72,6",Mujer
20489,JOSEFINA CONCEPCION,31 ,"72,6",Mujer
22437,JOSEFA CELIA,28 ,"72,6",Mujer
24.463,ANDREE,25 ,"72,6",Mujer
25.050,ODELINDA,25 ,"72,6",Mujer
26.815,MARIA LUISA JOSEFA,23 ,"72,6",Mujer
7665,JOHN FREDERICK,105 ,"72,5",Hombres
25756,BASILIANO,23 ,"72,5",Hombres
28299,PEKKA JUHANI,21 ,"72,5",Hombres
407,VISITACION,6.077 ,"72,5",Mujer
3976,EDUVIGES,223 ,"72,5",Mujer
5861,ANATOLIA,136 ,"72,5",Mujer
7713,JOSETTE,97 ,"72,5",Mujer
13134,JEAN ANN,51 ,"72,5",Mujer
16714,LINDA MAY,39 ,"72,5",Mujer
17566,MARIA PILAR ROSA,37 ,"72,5",Mujer
26.814,MARIA LUISA ELENA,23 ,"72,5",Mujer
29.115,MARIA DOLORES JUANA,21 ,"72,5",Mujer
5549,HANS JOACHIM,154 ,"72,4",Hombres
16220,RONALD WILLIAM,42 ,"72,4",Hombres
18118,EPIGMENIO,36 ,"72,4",Hombres
20175,RONALD JAMES,32 ,"72,4",Hombres
21027,GEOFFREY JOHN,30 ,"72,4",Hombres
21493,DECOROSO,29 ,"72,4",Hombres
223,PETRA,15.927 ,"72,4",Mujer
567,SOCORRO,3.910 ,"72,4",Mujer
885,ANGELITA,2.098 ,"72,4",Mujer
1652,LUDIVINA,823 ,"72,4",Mujer
6151,PACITA,129 ,"72,4",Mujer
9307,MARIA HERMOSINDA,77 ,"72,4",Mujer
10289,JORJA,68 ,"72,4",Mujer
13169,MARIA EUDOSIA,51 ,"72,4",Mujer
15540,BARBARA JEAN,42 ,"72,4",Mujer
16153,VERISIMA,41 ,"72,4",Mujer
16752,MARIA PILAR DOLORES,39 ,"72,4",Mujer
19626,VALERIE JEAN,33 ,"72,4",Mujer
22540,MARIA JESUS DOLORES,28 ,"72,4",Mujer
28.572,CHRISTINE JOAN,21 ,"72,4",Mujer
1134,CRESCENCIO,1.262 ,"72,3",Hombres
1515,FELICISIMO,847 ,"72,3",Hombres
1926,EUTIMIO,613 ,"72,3",Hombres
8528,ANTIDIO,91 ,"72,3",Hombres
12900,MALCOLM JOHN,55 ,"72,3",Hombres
21119,JOSE MARIA IGNACIO,30 ,"72,3",Hombres
21261,QUILIANO,30 ,"72,3",Hombres
679,FAUSTINA,3.044 ,"72,3",Mujer
760,CELSA,2.592 ,"72,3",Mujer
2828,LUCITA,356 ,"72,3",Mujer
7491,UMBELINA,101 ,"72,3",Mujer
9578,EMILIA JOSEFA,74 ,"72,3",Mujer
10128,CHRISTINE MARGARET,69 ,"72,3",Mujer
12395,AMABILIA,54 ,"72,3",Mujer
12689,ESPIRITUSANTO,53 ,"72,3",Mujer
15411,PAMELA ANNE,43 ,"72,3",Mujer
17530,LINDA JOYCE,37 ,"72,3",Mujer
21203,MARIA LUISA DOLORES,30 ,"72,3",Mujer
21825,MARIA ARSELINA,29 ,"72,3",Mujer
21969,RAMONA JOSEFA,29 ,"72,3",Mujer
17116,JOSE MARIA RAMON,39 ,"72,2",Hombres
17504,LESLIE JOHN,38 ,"72,2",Hombres
19477,HERMELINDO,33 ,"72,2",Hombres
665,PRESENTACION,3.149 ,"72,2",Mujer
821,ELOINA,2.336 ,"72,2",Mujer
1729,PRAXEDES,760 ,"72,2",Mujer
2049,EFIGENIA,571 ,"72,2",Mujer
4466,BARBARA ANN,193 ,"72,2",Mujer
4492,LEOPOLDINA,192 ,"72,2",Mujer
5248,CRISTALINA,156 ,"72,2",Mujer
5627,MARIA BLANCA NIEVES,143 ,"72,2",Mujer
16121,ROSEMARY ANN,41 ,"72,2",Mujer
16827,PRESENTINA,39 ,"72,2",Mujer
17129,MARIA ROLINDES,38 ,"72,2",Mujer
17636,PAULINE MARGARET,37 ,"72,2",Mujer
17956,JOSEPHINE MARY,36 ,"72,2",Mujer
18955,MARIA CARMEN ALICIA,34 ,"72,2",Mujer
19773,CRUCES,32 ,"72,2",Mujer
20647,MONIQUE MARIE,31 ,"72,2",Mujer
21849,MARIA PILAR LUISA,29 ,"72,2",Mujer
27.739,JOAQUINA DOLORES,22 ,"72,2",Mujer
2844,GAUDENCIO,355 ,"72,1",Hombres
7750,BASILISO,103 ,"72,1",Hombres
10864,ORENTINO,68 ,"72,1",Hombres
17044,FLORO,39 ,"72,1",Hombres
17833,JOSE LUIS FRANCISCO,37 ,"72,1",Hombres
19052,JOSE MARIA MANUEL,34 ,"72,1",Hombres
27444,TERENCE CHARLES,22 ,"72,1",Hombres
29220,KEITH EDWARD,20 ,"72,1",Hombres
264,ENRIQUETA,10.824 ,"72,1",Mujer
583,BALBINA,3.740 ,"72,1",Mujer
977,DOROTEA,1.826 ,"72,1",Mujer
2455,MARTIRIO,438 ,"72,1",Mujer
2835,SIXTA,355 ,"72,1",Mujer
3982,SERVANDA,223 ,"72,1",Mujer
6426,HILDEGARD,122 ,"72,1",Mujer
8999,JANET ANN,80 ,"72,1",Mujer
10433,LUSCINDA,67 ,"72,1",Mujer
12753,MARIA PILAR ANGELES,53 ,"72,1",Mujer
13899,MARIA CARMEN LUISA,48 ,"72,1",Mujer
23153,JUANA FELISA,27 ,"72,1",Mujer
24.338,VICENTA CONSUELO,26 ,"72,1",Mujer
25.851,MARIA VICTORIA PILAR,24 ,"72,1",Mujer
29.073,LYNDA MARGARET,21 ,"72,1",Mujer
29.099,MARIA ALVARINA,21 ,"72,1",Mujer
29.132,MARIA LUISA ANTONIA,21 ,"72,1",Mujer
29.148,MARIA PILAR ASUNCION,21 ,"72,1",Mujer
29.153,MARIA TERESA BEGOÑA,21 ,"72,1",Mujer
2880,DOSITEO,350 ,"72,0",Hombres
6658,KLAUS DIETER,125 ,"72,0",Hombres
10564,MAURINO,70 ,"72,0",Hombres
11427,UBALDINO,64 ,"72,0",Hombres
16534,PEGERTO,41 ,"72,0",Hombres
17351,CLAUDIANO,38 ,"72,0",Hombres
17530,MINERVINO,38 ,"72,0",Hombres
25586,TERENCE EDWARD,24 ,"72,0",Hombres
361,HORTENSIA,7.199 ,"72,0",Mujer
485,ISIDORA,4.702 ,"72,0",Mujer
807,FLORINDA,2.372 ,"72,0",Mujer
3326,ARCADIA,285 ,"72,0",Mujer
7109,JUDITH ANN,107 ,"72,0",Mujer
8588,EUFROSINA,85 ,"72,0",Mujer
8696,MARIA LUCITA,84 ,"72,0",Mujer
9131,PAMELA ANN,79 ,"72,0",Mujer
13334,ELVIRA JOSEFA,50 ,"72,0",Mujer
13777,BONOSA,48 ,"72,0",Mujer
16753,MARIA PILAR MARGARITA,39 ,"72,0",Mujer
20313,CARMEN NOLA,31 ,"72,0",Mujer
20485,JOSEFA EULALIA,31 ,"72,0",Mujer
20569,MARIA CARMEN OLGA,31 ,"72,0",Mujer
20575,MARIA ISABEL TERESA,31 ,"72,0",Mujer
26.618,JANICE ANN,23 ,"72,0",Mujer
26.984,PAULINE ELIZABETH,23 ,"72,0",Mujer
27.913,MARIA ORENCIA,22 ,"72,0",Mujer
28.907,JOSEFA BLANCA,21 ,"72,0",Mujer
13117,MAUDILIO,54 ,"71,9",Hombres
14485,PAZ,48 ,"71,9",Hombres
19042,JOHN HOWARD,34 ,"71,9",Hombres
25277,JOSE LUIS PEDRO,24 ,"71,9",Hombres
26981,INESO,22 ,"71,9",Hombres
28726,DACIANO,20 ,"71,9",Hombres
562,CLOTILDE,3.930 ,"71,9",Mujer
1340,AMADORA,1.161 ,"71,9",Mujer
1524,LAUREANA,938 ,"71,9",Mujer
2446,ARGELIA,441 ,"71,9",Mujer
2868,RENATE,349 ,"71,9",Mujer
6228,MARIA HERMITAS,127 ,"71,9",Mujer
9303,MARIA ANUNCIA,77 ,"71,9",Mujer
9615,MARIA LUISA PILAR,74 ,"71,9",Mujer
10189,MARIA CARMEN MERCEDES,69 ,"71,9",Mujer
10972,MARIA TERESA ANGELES,63 ,"71,9",Mujer
12531,MARIA DULCINA,54 ,"71,9",Mujer
13317,DALMIRA,50 ,"71,9",Mujer
17630,PAMELA MARGARET,37 ,"71,9",Mujer
21479,AMADEA,29 ,"71,9",Mujer
25.199,TRIFINA,25 ,"71,9",Mujer
25.839,MARIA ISABEL MARGARITA,24 ,"71,9",Mujer
26.809,MARIA ISABEL CONCEPCION,23 ,"71,9",Mujer
29.072,LYNDA ANN,21 ,"71,9",Mujer
30.406,MARIA ROSA ANGELES,20 ,"71,9",Mujer
8409,ISACIO,93 ,"71,8",Hombres
16949,AMPELIO,39 ,"71,8",Hombres
20024,KEITH ROBERT,32 ,"71,8",Hombres
22109,COLIN GEORGE,28 ,"71,8",Hombres
26129,JOSE LUIS JUAN,23 ,"71,8",Hombres
28683,CESIDIO,20 ,"71,8",Hombres
495,OBDULIA,4.539 ,"71,8",Mujer
533,JACINTA,4.234 ,"71,8",Mujer
686,SERAFINA,3.000 ,"71,8",Mujer
887,MAXIMA,2.095 ,"71,8",Mujer
1239,BLASA,1.301 ,"71,8",Mujer
1377,DOMINICA,1.122 ,"71,8",Mujer
1985,CLEMENTA,609 ,"71,8",Mujer
6259,ERMINDA,126 ,"71,8",Mujer
13339,EUDOXIA,50 ,"71,8",Mujer
13898,MARIA CARMEN GLORIA,48 ,"71,8",Mujer
16730,MAMERTA,39 ,"71,8",Mujer
17029,FELISINDA,38 ,"71,8",Mujer
21827,MARIA CARMEN AURORA,29 ,"71,8",Mujer
23150,JOSEFA BENITA,27 ,"71,8",Mujer
26.304,ASCENCION,23 ,"71,8",Mujer
2019,RESTITUTO,578 ,"71,7",Hombres
3566,EVENCIO,267 ,"71,7",Hombres
4902,SINESIO,179 ,"71,7",Hombres
5373,CONSUELO,160 ,"71,7",Hombres
10664,FELICITO,69 ,"71,7",Hombres
1243,CLAUDINA,1.293 ,"71,7",Mujer
2374,ROSENDA,459 ,"71,7",Mujer
2403,CONXITA,453 ,"71,7",Mujer
4583,MARIA BENILDE,186 ,"71,7",Mujer
6924,VILLA,111 ,"71,7",Mujer
7615,PIETAT,99 ,"71,7",Mujer
13289,ANGELA JUANA,50 ,"71,7",Mujer
14438,MARIA LUISA ISABEL,46 ,"71,7",Mujer
18379,HENDRIKA,35 ,"71,7",Mujer
21426,WENDY MARGARET,30 ,"71,7",Mujer
23799,EROTIDA,26 ,"71,7",Mujer
24.932,MARIA CARMEN JUANA,25 ,"71,7",Mujer
26.366,CAROLE ELIZABETH,23 ,"71,7",Mujer
28.935,JUNE ELIZABETH,21 ,"71,7",Mujer
1489,FORTUNATO,870 ,"71,6",Hombres
3314,ANIANO,293 ,"71,6",Hombres
7819,JESUS JOSE MARIA,102 ,"71,6",Hombres
12518,JOSE MARIA ANTONIO,57 ,"71,6",Hombres
16505,MICHAEL FREDERICK,41 ,"71,6",Hombres
16640,CANUTO,40 ,"71,6",Hombres
27804,EUDOXIO,21 ,"71,6",Hombres
558,OTILIA,3.962 ,"71,6",Mujer
1312,EVELIA,1.189 ,"71,6",Mujer
3623,UBALDINA,254 ,"71,6",Mujer
4191,POLONIA,210 ,"71,6",Mujer
4531,SAMPEDRO,190 ,"71,6",Mujer
5231,MARIA PRECIOSA,157 ,"71,6",Mujer
5338,INGEBORG,153 ,"71,6",Mujer
6028,LEOVIGILDA,132 ,"71,6",Mujer
8541,MARIA PILAR TERESA,86 ,"71,6",Mujer
13786,CLAUDE,48 ,"71,6",Mujer
15418,PIERRETTE,43 ,"71,6",Mujer
15694,MARIA PILAR BEGOÑA,42 ,"71,6",Mujer
17554,MARIA AURITA,37 ,"71,6",Mujer
17555,MARIA CARMEN ANTONIA,37 ,"71,6",Mujer
18043,MARIA TERESA DOLORES,36 ,"71,6",Mujer
18805,ERMITA,34 ,"71,6",Mujer
18984,MAUREEN ANNE,34 ,"71,6",Mujer
20579,MARIA LUISA MERCEDES,31 ,"71,6",Mujer
28.240,TAANANT,22 ,"71,6",Mujer
30.726,SENIDA,20 ,"71,6",Mujer
30.792,TOLENTINA,20 ,"71,6",Mujer
1811,CONSTANCIO,669 ,"71,5",Hombres
2854,SANDALIO,354 ,"71,5",Hombres
9139,TERENCE JOHN,84 ,"71,5",Hombres
9727,ARGENTINO,77 ,"71,5",Hombres
15774,HERMESINDO,43 ,"71,5",Hombres
16407,HANS GEORG,41 ,"71,5",Hombres
16796,LUCIDIO,40 ,"71,5",Hombres
24186,CLIVE JOHN,25 ,"71,5",Hombres
453,DOLORS,5.061 ,"71,5",Mujer
487,LORENZA,4.673 ,"71,5",Mujer
3296,AURELIANA,289 ,"71,5",Mujer
3832,ANDRESA,233 ,"71,5",Mujer
4130,CRISPINA,213 ,"71,5",Mujer
4620,LUTGARDA,184 ,"71,5",Mujer
5768,EXPEDITA,139 ,"71,5",Mujer
8852,ROSWITHA,82 ,"71,5",Mujer
13393,MARIA ARMONIA,50 ,"71,5",Mujer
14443,MARIA TERESA ISABEL,46 ,"71,5",Mujer
15866,ASENSIA,41 ,"71,5",Mujer
16756,MARIA THERESIA,39 ,"71,5",Mujer
19891,ISABEL MARIA CARMEN,32 ,"71,5",Mujer
19967,MARIA CARMEN JOSE,32 ,"71,5",Mujer
22389,IDELINA,28 ,"71,5",Mujer
25.691,JOSEFA FELISA,24 ,"71,5",Mujer
25.776,LINDA JOAN,24 ,"71,5",Mujer
26.811,MARIA JOSEFA ANGELES,23 ,"71,5",Mujer
27.031,ROSA MARIA DOLORES,23 ,"71,5",Mujer
27.891,MARIA CLAVELINA,22 ,"71,5",Mujer
29.080,MAGENCIA,21 ,"71,5",Mujer
30.366,MARIA AMANCIA,20 ,"71,5",Mujer
3893,HORTENSIO,240 ,"71,4",Hombres
4908,FLORINDO,178 ,"71,4",Hombres
7040,HEINZ,117 ,"71,4",Hombres
8736,KENNETH JOHN,89 ,"71,4",Hombres
13459,HARTMUT,52 ,"71,4",Hombres
16065,HEINZ PETER,42 ,"71,4",Hombres
18458,CONCESO,35 ,"71,4",Hombres
18627,KLAUS JURGEN,35 ,"71,4",Hombres
19345,BRIAN CHARLES,33 ,"71,4",Hombres
25278,JOSE LUIS VICENTE,24 ,"71,4",Hombres
1183,CONSTANTINA,1.390 ,"71,4",Mujer
4966,GRACIANA,168 ,"71,4",Mujer
6002,SHIRLEY ANN,133 ,"71,4",Mujer
10408,GILLIAN ANN,67 ,"71,4",Mujer
19714,ANTONIA MARIA CARMEN,32 ,"71,4",Mujer
23253,MARIA ISABEL ANTONIA,27 ,"71,4",Mujer
24.943,MARIA JESUS NATIVIDAD,25 ,"71,4",Mujer
25.473,CONSAGRACION,24 ,"71,4",Mujer
30.365,MARIA ADITA,20 ,"71,4",Mujer
2385,TIBURCIO,458 ,"71,3",Hombres
4083,CLEMENTINO,225 ,"71,3",Hombres
4962,FIDENCIO,176 ,"71,3",Hombres
7770,KLAUS PETER,103 ,"71,3",Hombres
14952,JOHN STUART,46 ,"71,3",Hombres
24453,JOSE MANUEL ANTONIO,25 ,"71,3",Hombres
24944,BARRY WILLIAM,24 ,"71,3",Hombres
296,CANDIDA,9.079 ,"71,3",Mujer
1130,PLACIDA,1.506 ,"71,3",Mujer
1873,PAQUITA,667 ,"71,3",Mujer
4214,NAZARIA,209 ,"71,3",Mujer
5475,MARIA DOSINDA,148 ,"71,3",Mujer
7475,MARIA SAN PEDRO,101 ,"71,3",Mujer
11390,MARIA CARMEN ANGELES,60 ,"71,3",Mujer
11533,EUMELIA,59 ,"71,3",Mujer
12989,MELITINA,52 ,"71,3",Mujer
17124,MARIA FINA,38 ,"71,3",Mujer
20329,COLOMBINA,31 ,"71,3",Mujer
20572,MARIA DULZURA,31 ,"71,3",Mujer
22549,MARIA PILAR ALICIA,28 ,"71,3",Mujer
25.370,ARGEMIRA,24 ,"71,3",Mujer
26.824,MARIA SANPEDRO,23 ,"71,3",Mujer
29.087,MANUELA OLGA,21 ,"71,3",Mujer
2599,SERAPIO,407 ,"71,2",Hombres
4568,PRIMO,195 ,"71,2",Hombres
9930,EFIGENIO,75 ,"71,2",Hombres
10904,BRIAN WILLIAM,67 ,"71,2",Hombres
14970,KENNETH JAMES,46 ,"71,2",Hombres
25509,RAYMOND GEORGE,24 ,"71,2",Hombres
576,EMILIANA,3.822 ,"71,2",Mujer
941,BERNARDINA,1.929 ,"71,2",Mujer
1107,LUZDIVINA,1.570 ,"71,2",Mujer
1393,FELICITA,1.101 ,"71,2",Mujer
3402,CORONA,276 ,"71,2",Mujer
3682,CALIXTA,248 ,"71,2",Mujer
7811,ADMIRACION,95 ,"71,2",Mujer
10597,WALDINA,66 ,"71,2",Mujer
15364,MARIA JESUS PILAR,43 ,"71,2",Mujer
19965,MARIA ARGIMIRA,32 ,"71,2",Mujer
22928,CAÑOSANTOS,27 ,"71,2",Mujer
24.937,MARIA EMERENCIANA,25 ,"71,2",Mujer
27.556,ESPERANZA JOSEFA,22 ,"71,2",Mujer
757,AGAPITO,2.147 ,"71,1",Hombres
9540,EUFEMIANO,79 ,"71,1",Hombres
11784,DICTINO,61 ,"71,1",Hombres
14684,KENNETH WILLIAM,47 ,"71,1",Hombres
17069,HERMELO,39 ,"71,1",Hombres
18192,JOHN GRAHAM,36 ,"71,1",Hombres
18479,DENNIS JOHN,35 ,"71,1",Hombres
11,JOSEFA,232.517 ,"71,1",Mujer
541,ANGUSTIAS,4.113 ,"71,1",Mujer
1797,TRANSITO,717 ,"71,1",Mujer
4524,MARIA ERUNDINA,190 ,"71,1",Mujer
5891,PABLA,136 ,"71,1",Mujer
8697,MARIA PILAR CARMEN,84 ,"71,1",Mujer
9266,ANTIGUA,77 ,"71,1",Mujer
9731,MARIA DOLORES CARMEN,73 ,"71,1",Mujer
12108,MARIA CARMEN ELENA,56 ,"71,1",Mujer
18505,MARJA LIISA,35 ,"71,1",Mujer
19978,MARIA TERESA CONCEPCION,32 ,"71,1",Mujer
23117,ISMAELA,27 ,"71,1",Mujer
23261,MARIA PILAR LUCIA,27 ,"71,1",Mujer
26.797,MARIA BLANCA ESTHER,23 ,"71,1",Mujer
27.924,MARIA TORIBIA,22 ,"71,1",Mujer
29.492,SUSAN IRENE,21 ,"71,1",Mujer
30.046,GEERTRUIDA,20 ,"71,1",Mujer
1272,DOROTEO,1.078 ,"71,0",Hombres
1345,CIRIACO,994 ,"71,0",Hombres
8465,EVANGELINO,92 ,"71,0",Hombres
13925,JOHN LESLIE,50 ,"71,0",Hombres
16820,MICHAEL ARTHUR,40 ,"71,0",Hombres
18346,RUTILIO,36 ,"71,0",Hombres
457,ALFONSA,5.015 ,"71,0",Mujer
1063,DIGNA,1.652 ,"71,0",Mujer
2520,JEAN,422 ,"71,0",Mujer
3069,ROMUALDA,319 ,"71,0",Mujer
9346,TERESINA,77 ,"71,0",Mujer
17202,PETRA PILAR,38 ,"71,0",Mujer
21207,MARIA PILAR ANTONIA,30 ,"71,0",Mujer
21375,SOLETAT,30 ,"71,0",Mujer
24.053,MARIA CARMEN EUGENIA,26 ,"71,0",Mujer
26.632,JESUALDA,23 ,"71,0",Mujer
27.897,MARIA ISABEL BEGOÑA,22 ,"71,0",Mujer
