CUSEC,Nivel,vivienda turistica,plazas,Porcentaje vivienda turistica,PERIODO,PROV_LITERAL,MUN_LITERAL
0200304012,Secciones,1,3,"0,14",2024M11,Albacete,Albacete
0200302019,Secciones,0,0,"0,00",2024M11,Albacete,Albacete
0200303005,Secciones,6,25,"0,66",2024M11,Albacete,Albacete
0200302015,Secciones,5,22,"0,76",2024M11,Albacete,Albacete
0200302012,Secciones,1,5,"0,12",2024M11,Albacete,Albacete
0200305005,Secciones,4,6,"0,49",2024M11,Albacete,Albacete
0200302004,Secciones,3,12,"0,46",2024M11,Albacete,Albacete
0200301018,Secciones,1,2,,2024M11,Albacete,Albacete
0200307015,Secciones,0,0,"0,00",2024M11,Albacete,Albacete
0200303008,Secciones,1,6,"0,13",2024M11,Albacete,Albacete
0200303009,Secciones,4,22,"0,66",2024M11,Albacete,Albacete
0200301014,Secciones,4,27,"0,44",2024M11,Albacete,Albacete
0200306013,Secciones,0,0,"0,00",2024M11,Albacete,Albacete
0200303007,Secciones,0,0,"0,00",2024M11,Albacete,Albacete
0200306011,Secciones,2,9,"0,55",2024M11,Albacete,Albacete
0200307014,Secciones,0,0,"0,00",2024M11,Albacete,Albacete
0200304006,Secciones,3,12,"0,58",2024M11,Albacete,Albacete
0200304013,Secciones,2,12,"0,24",2024M11,Albacete,Albacete
0200306006,Secciones,2,11,"0,35",2024M11,Albacete,Albacete
0200306008,Secciones,4,10,"0,73",2024M11,Albacete,Albacete
0200302008,Secciones,7,26,"1,07",2024M11,Albacete,Albacete
0200304002,Secciones,6,19,"0,69",2024M11,Albacete,Albacete
0200302024,Secciones,3,6,"0,22",2024M11,Albacete,Albacete
0200302006,Secciones,4,19,"0,64",2024M11,Albacete,Albacete
0200305003,Secciones,3,15,"0,41",2024M11,Albacete,Albacete
0200302010,Secciones,0,0,"0,00",2024M11,Albacete,Albacete
0200302023,Secciones,0,0,"0,00",2024M11,Albacete,Albacete
0200302002,Secciones,10,34,"1,14",2024M11,Albacete,Albacete
0200401001,Secciones,2,8,"0,35",2024M11,Albacete,Albatana
0200501001,Secciones,3,20,"0,35",2024M11,Albacete,Alborea
0200601001,Secciones,2,10,"0,31",2024M11,Albacete,Alcadozo
0200701001,Secciones,97,654,"6,45",2024M11,Albacete,Alcalá del Júcar
0200801001,Secciones,38,226,"2,43",2024M11,Albacete,Alcaraz
0200903004,Secciones,1,9,"0,12",2024M11,Albacete,Almansa
0200904001,Secciones,1,2,"0,21",2024M11,Albacete,Almansa
0200901001,Secciones,3,8,"0,59",2024M11,Albacete,Almansa
0200903006,Secciones,0,0,"0,00",2024M11,Albacete,Almansa
0200901002,Secciones,1,7,"0,13",2024M11,Albacete,Almansa
0200902003,Secciones,0,0,"0,00",2024M11,Albacete,Almansa
0200902002,Secciones,8,34,"1,63",2024M11,Albacete,Almansa
0200902001,Secciones,3,14,"0,51",2024M11,Albacete,Almansa
0200903001,Secciones,3,13,"0,40",2024M11,Albacete,Almansa
0200903007,Secciones,0,0,"0,00",2024M11,Albacete,Almansa
0200904003,Secciones,0,0,"0,00",2024M11,Albacete,Almansa
0200903005,Secciones,2,10,"0,24",2024M11,Albacete,Almansa
0200903008,Secciones,0,0,"0,00",2024M11,Albacete,Almansa
0200904002,Secciones,3,11,"0,43",2024M11,Albacete,Almansa
0200904004,Secciones,3,18,"0,16",2024M11,Albacete,Almansa
0200903009,Secciones,0,0,"0,00",2024M11,Albacete,Almansa
0200903003,Secciones,1,4,"0,12",2024M11,Albacete,Almansa
0201001001,Secciones,4,24,"0,40",2024M11,Albacete,Alpera
0201002001,Secciones,6,64,"0,98",2024M11,Albacete,Alpera
0201101001,Secciones,14,85,"1,23",2024M11,Albacete,Ayna
0201201002,Secciones,0,0,"0,00",2024M11,Albacete,Balazote
0201201001,Secciones,0,0,"0,00",2024M11,Albacete,Balazote
0201301001,Secciones,0,0,"0,00",2024M11,Albacete,Balsa de Ves
0201401001,Secciones,3,30,"0,69",2024M11,Albacete,"Ballestero, El"
0201501001,Secciones,0,0,"0,00",2024M11,Albacete,Barrax
0201601001,Secciones,3,24,"0,38",2024M11,Albacete,Bienservida
0201701001,Secciones,15,103,"1,07",2024M11,Albacete,Bogarra
0201801001,Secciones,0,0,"0,00",2024M11,Albacete,Bonete
0201901001,Secciones,0,0,"0,00",2024M11,Albacete,"Bonillo, El"
0201901002,Secciones,0,0,"0,00",2024M11,Albacete,"Bonillo, El"
0201901003,Secciones,2,24,"0,30",2024M11,Albacete,"Bonillo, El"
0202001001,Secciones,7,71,"1,23",2024M11,Albacete,Carcelén
0202101001,Secciones,6,60,"0,70",2024M11,Albacete,Casas de Juan Núñez
0202201001,Secciones,1,6,"0,19",2024M11,Albacete,Casas de Lázaro
0202301001,Secciones,4,47,"0,47",2024M11,Albacete,Casas de Ves
0202401001,Secciones,4,27,"0,31",2024M11,Albacete,Casas-Ibáñez
0202401002,Secciones,1,8,"0,11",2024M11,Albacete,Casas-Ibáñez
0202402001,Secciones,0,0,"0,00",2024M11,Albacete,Casas-Ibáñez
0202501004,Secciones,3,14,"0,57",2024M11,Albacete,Caudete
0202501001,Secciones,4,21,"0,21",2024M11,Albacete,Caudete
0202501006,Secciones,2,11,"0,23",2024M11,Albacete,Caudete
0202501002,Secciones,0,0,"0,00",2024M11,Albacete,Caudete
0202501007,Secciones,0,0,"0,00",2024M11,Albacete,Caudete
0202501005,Secciones,3,17,"0,58",2024M11,Albacete,Caudete
0202501003,Secciones,1,6,"0,14",2024M11,Albacete,Caudete
0202601001,Secciones,2,16,"0,30",2024M11,Albacete,Cenizate
0202701001,Secciones,1,10,"0,29",2024M11,Albacete,Corral-Rubio
0202801001,Secciones,0,0,"0,00",2024M11,Albacete,Cotillas
0202902001,Secciones,12,108,"0,69",2024M11,Albacete,Chinchilla de Monte-Aragón
0202901001,Secciones,4,25,"0,25",2024M11,Albacete,Chinchilla de Monte-Aragón
0203001001,Secciones,3,18,"0,21",2024M11,Albacete,Elche de la Sierra
0203002001,Secciones,18,134,"0,76",2024M11,Albacete,Elche de la Sierra
0203101001,Secciones,1,15,"0,13",2024M11,Albacete,Férez
0203201001,Secciones,0,0,"0,00",2024M11,Albacete,Fuensanta
0203301002,Secciones,6,39,"0,67",2024M11,Albacete,Fuente-Álamo
0203301001,Secciones,3,33,"0,42",2024M11,Albacete,Fuente-Álamo
0203401001,Secciones,4,22,"0,28",2024M11,Albacete,Fuentealbilla
0203501001,Secciones,0,0,"0,00",2024M11,Albacete,"Gineta, La"
0203501002,Secciones,1,7,"0,12",2024M11,Albacete,"Gineta, La"
0203601001,Secciones,0,0,"0,00",2024M11,Albacete,Golosalvo
0203702001,Secciones,2,6,"0,43",2024M11,Albacete,Hellín
0203706001,Secciones,1,3,"0,11",2024M11,Albacete,Hellín
0203704001,Secciones,0,0,"0,00",2024M11,Albacete,Hellín
0203703001,Secciones,0,0,"0,00",2024M11,Albacete,Hellín
0203703006,Secciones,1,4,"0,09",2024M11,Albacete,Hellín
0203703005,Secciones,0,0,"0,00",2024M11,Albacete,Hellín
0203702002,Secciones,0,0,"0,00",2024M11,Albacete,Hellín
0203702003,Secciones,3,10,"0,34",2024M11,Albacete,Hellín
0203705001,Secciones,2,6,"0,14",2024M11,Albacete,Hellín
0203703007,Secciones,1,12,"0,14",2024M11,Albacete,Hellín
0203703004,Secciones,3,17,"0,33",2024M11,Albacete,Hellín
0203701003,Secciones,0,0,"0,00",2024M11,Albacete,Hellín
0203705003,Secciones,2,14,"0,33",2024M11,Albacete,Hellín
0203701004,Secciones,0,0,"0,00",2024M11,Albacete,Hellín
0203702004,Secciones,3,19,"0,43",2024M11,Albacete,Hellín
0203701001,Secciones,1,4,"0,09",2024M11,Albacete,Hellín
0203701002,Secciones,1,3,"0,11",2024M11,Albacete,Hellín
0203703003,Secciones,3,24,"0,30",2024M11,Albacete,Hellín
0203703002,Secciones,2,12,"0,26",2024M11,Albacete,Hellín
0203801001,Secciones,0,0,"0,00",2024M11,Albacete,"Herrera, La"
0203901001,Secciones,5,20,"0,50",2024M11,Albacete,Higueruela
0204001001,Secciones,1,16,"0,23",2024M11,Albacete,Hoya-Gonzalo
0204101001,Secciones,20,123,"3,75",2024M11,Albacete,Jorquera
0204201001,Secciones,18,123,"1,28",2024M11,Albacete,Letur
0204301001,Secciones,0,0,"0,00",2024M11,Albacete,Lezuza
0204401001,Secciones,5,46,"0,37",2024M11,Albacete,Liétor
0204502001,Secciones,1,10,"0,16",2024M11,Albacete,Madrigueras
0204502002,Secciones,0,0,"0,00",2024M11,Albacete,Madrigueras
0204501001,Secciones,0,0,"0,00",2024M11,Albacete,Madrigueras
0204501002,Secciones,0,0,"0,00",2024M11,Albacete,Madrigueras
0204601001,Secciones,5,24,"0,46",2024M11,Albacete,Mahora
0204701001,Secciones,4,31,"1,41",2024M11,Albacete,Masegoso
0204801001,Secciones,4,20,"0,34",2024M11,Albacete,Minaya
0204901001,Secciones,13,96,"0,82",2024M11,Albacete,Molinicos
0205001001,Secciones,0,0,"0,00",2024M11,Albacete,Montalvos
0205101001,Secciones,2,10,"0,26",2024M11,Albacete,Montealegre del Castillo
0205102001,Secciones,0,0,"0,00",2024M11,Albacete,Montealegre del Castillo
0205201001,Secciones,3,34,"0,56",2024M11,Albacete,Motilleja
0205303001,Secciones,3,26,"0,33",2024M11,Albacete,Munera
0205301001,Secciones,1,10,"0,12",2024M11,Albacete,Munera
0205302001,Secciones,2,20,"0,24",2024M11,Albacete,Munera
0205401001,Secciones,0,0,"0,00",2024M11,Albacete,Navas de Jorquera
0205501001,Secciones,11,71,"0,77",2024M11,Albacete,Nerpio
0205601001,Secciones,1,10,"0,16",2024M11,Albacete,Ontur
0205602001,Secciones,1,10,"0,13",2024M11,Albacete,Ontur
0205701001,Secciones,49,344,"3,95",2024M11,Albacete,Ossa de Montiel
0205701002,Secciones,6,32,"0,75",2024M11,Albacete,Ossa de Montiel
0205801001,Secciones,1,2,"0,14",2024M11,Albacete,Paterna del Madera
0205901001,Secciones,1,6,"0,26",2024M11,Albacete,Peñascosa
0206001001,Secciones,4,34,"0,37",2024M11,Albacete,Peñas de San Pedro
0206101001,Secciones,1,4,"0,14",2024M11,Albacete,Pétrola
0206201001,Secciones,1,5,"0,22",2024M11,Albacete,Povedilla
0206301001,Secciones,4,66,"0,26",2024M11,Albacete,Pozohondo
0206401001,Secciones,2,21,"0,50",2024M11,Albacete,Pozo-Lorente
0206501001,Secciones,1,4,"0,19",2024M11,Albacete,Pozuelo
0206601001,Secciones,3,22,"0,97",2024M11,Albacete,"Recueja, La"
0206701001,Secciones,112,738,"6,77",2024M11,Albacete,Riópar
0206801001,Secciones,5,36,"1,02",2024M11,Albacete,Robledo
0206901003,Secciones,1,6,"0,15",2024M11,Albacete,"Roda, La"
0206902002,Secciones,0,0,"0,00",2024M11,Albacete,"Roda, La"
0206902004,Secciones,2,4,"0,30",2024M11,Albacete,"Roda, La"
0206902003,Secciones,1,6,"0,18",2024M11,Albacete,"Roda, La"
0206901004,Secciones,3,18,"0,20",2024M11,Albacete,"Roda, La"
0206903001,Secciones,3,15,"0,41",2024M11,Albacete,"Roda, La"
0206901002,Secciones,1,4,"0,12",2024M11,Albacete,"Roda, La"
0206903002,Secciones,0,0,"0,00",2024M11,Albacete,"Roda, La"
0206901001,Secciones,1,6,"0,13",2024M11,Albacete,"Roda, La"
0206902001,Secciones,0,0,"0,00",2024M11,Albacete,"Roda, La"
0207001001,Secciones,1,5,"0,15",2024M11,Albacete,Salobre
0207101001,Secciones,1,8,"0,12",2024M11,Albacete,San Pedro
0207202001,Secciones,0,0,"0,00",2024M11,Albacete,Socovos
0207201001,Secciones,7,67,"0,79",2024M11,Albacete,Socovos
0207302002,Secciones,0,0,"0,00",2024M11,Albacete,Tarazona de la Mancha
0207301001,Secciones,0,0,"0,00",2024M11,Albacete,Tarazona de la Mancha
0207301002,Secciones,0,0,"0,00",2024M11,Albacete,Tarazona de la Mancha
0207301003,Secciones,0,0,"0,00",2024M11,Albacete,Tarazona de la Mancha
0207302001,Secciones,0,0,"0,00",2024M11,Albacete,Tarazona de la Mancha
0207404001,Secciones,3,14,"0,21",2024M11,Albacete,Tobarra
0207401001,Secciones,1,4,"0,10",2024M11,Albacete,Tobarra
0207403001,Secciones,0,0,"0,00",2024M11,Albacete,Tobarra
0207402001,Secciones,0,0,"0,00",2024M11,Albacete,Tobarra
0207402002,Secciones,0,0,"0,00",2024M11,Albacete,Tobarra
0207502001,Secciones,10,107,"1,97",2024M11,Albacete,Valdeganga
0207501001,Secciones,1,10,"0,13",2024M11,Albacete,Valdeganga
0207601001,Secciones,0,0,"0,00",2024M11,Albacete,Vianos
0207701001,Secciones,2,14,"1,29",2024M11,Albacete,Villa de Ves
0207801001,Secciones,2,17,"0,23",2024M11,Albacete,Villalgordo del Júcar
0207902001,Secciones,2,27,"0,18",2024M11,Albacete,Villamalea
0207901001,Secciones,2,14,"0,16",2024M11,Albacete,Villamalea
0208001001,Secciones,0,0,"0,00",2024M11,Albacete,Villapalacios
0208102002,Secciones,2,9,"0,29",2024M11,Albacete,Villarrobledo
0208101001,Secciones,2,8,"0,30",2024M11,Albacete,Villarrobledo
0208104002,Secciones,2,12,"0,23",2024M11,Albacete,Villarrobledo
0208103003,Secciones,1,4,"0,08",2024M11,Albacete,Villarrobledo
0208101003,Secciones,1,4,"0,12",2024M11,Albacete,Villarrobledo
0208102004,Secciones,9,55,"0,44",2024M11,Albacete,Villarrobledo
0208103002,Secciones,0,0,"0,00",2024M11,Albacete,Villarrobledo
0208104001,Secciones,1,6,"0,13",2024M11,Albacete,Villarrobledo
0208102003,Secciones,0,0,"0,00",2024M11,Albacete,Villarrobledo
0208103001,Secciones,4,17,"0,37",2024M11,Albacete,Villarrobledo
0208104004,Secciones,6,23,"0,61",2024M11,Albacete,Villarrobledo
0208104003,Secciones,0,0,"0,00",2024M11,Albacete,Villarrobledo
0208101002,Secciones,5,42,"0,38",2024M11,Albacete,Villarrobledo
0208103004,Secciones,0,0,"0,00",2024M11,Albacete,Villarrobledo
0208102001,Secciones,2,8,"0,38",2024M11,Albacete,Villarrobledo
0208201001,Secciones,2,8,"0,64",2024M11,Albacete,Villatoya
0208301001,Secciones,0,0,"0,00",2024M11,Albacete,Villavaliente
0208401001,Secciones,8,63,"1,49",2024M11,Albacete,Villaverde de Guadalimar
0208501001,Secciones,1,16,"0,24",2024M11,Albacete,Viveros
0208601003,Secciones,18,190,"1,34",2024M11,Albacete,Yeste
0208601001,Secciones,47,349,"2,09",2024M11,Albacete,Yeste
0290101002,Secciones,0,0,"0,00",2024M11,Albacete,Pozo Cañada
0290101001,Secciones,0,0,"0,00",2024M11,Albacete,Pozo Cañada
0300101001,Secciones,39,242,"6,52",2024M11,Alicante/Alacant,"Atzúbia, l'"
0300201002,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Agost
0300201003,Secciones,4,28,"0,68",2024M11,Alicante/Alacant,Agost
0300201001,Secciones,12,77,"0,80",2024M11,Alicante/Alacant,Agost
0300301001,Secciones,6,45,"0,95",2024M11,Alicante/Alacant,Agres
0300401001,Secciones,19,110,"2,04",2024M11,Alicante/Alacant,Aigües
0300501004,Secciones,4,14,"0,60",2024M11,Alicante/Alacant,Albatera
0300502002,Secciones,6,31,"0,27",2024M11,Alicante/Alacant,Albatera
0300502004,Secciones,1,1,,2024M11,Alicante/Alacant,Albatera
0300501001,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Albatera
0300502003,Secciones,1,2,"0,11",2024M11,Alicante/Alacant,Albatera
0300501002,Secciones,1,1,"0,14",2024M11,Alicante/Alacant,Albatera
0300502001,Secciones,1,4,"0,13",2024M11,Alicante/Alacant,Albatera
0300501003,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Albatera
0300601001,Secciones,37,217,"3,38",2024M11,Alicante/Alacant,Alcalalí
0300701001,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcosser
0300801001,Secciones,5,25,"1,95",2024M11,Alicante/Alacant,Alcoleja
0300902002,Secciones,1,5,"0,09",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300902004,Secciones,2,8,"0,17",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300903004,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300901006,Secciones,11,52,"1,47",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300902005,Secciones,9,25,"1,11",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300901004,Secciones,3,12,"0,60",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300908002,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300906005,Secciones,1,4,"0,24",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300905005,Secciones,4,6,"0,79",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300907005,Secciones,1,3,"0,15",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300907007,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300908001,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300908007,Secciones,1,4,"0,12",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300906002,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300902003,Secciones,6,19,"0,70",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904007,Secciones,1,5,"0,21",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300905001,Secciones,1,5,"0,13",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300905003,Secciones,2,7,"0,26",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904002,Secciones,3,12,"0,34",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904005,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300908004,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300903003,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300903002,Secciones,1,2,"0,17",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904001,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300905006,Secciones,4,13,"0,65",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904004,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300902001,Secciones,2,13,"0,36",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300905002,Secciones,3,12,"0,52",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904003,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300903005,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300902007,Secciones,1,10,"0,13",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300906001,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300903006,Secciones,1,2,"0,27",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300907008,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300901003,Secciones,12,40,"0,83",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300906003,Secciones,1,3,"0,15",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300907002,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300908005,Secciones,1,4,"0,15",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300906004,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300908003,Secciones,13,71,"0,84",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300907003,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904008,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300908006,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300905004,Secciones,3,8,"0,49",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300904006,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300901001,Secciones,10,37,"0,74",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300907001,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alcoi/Alcoy
0300903001,Secciones,2,9,"0,47",2024M11,Alicante/Alacant,Alcoi/Alcoy
0301001001,Secciones,6,24,"1,74",2024M11,Alicante/Alacant,Alfafara
0301101008,Secciones,7,39,"1,03",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301101003,Secciones,3,13,"0,36",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301101001,Secciones,1,2,"0,22",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301101005,Secciones,58,360,"2,60",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301101006,Secciones,278,1152,"6,82",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301101004,Secciones,48,295,"2,61",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301101002,Secciones,173,920,"7,84",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301101007,Secciones,2,10,"0,49",2024M11,Alicante/Alacant,"Alfàs del Pi, l'"
0301201001,Secciones,59,319,"1,39",2024M11,Alicante/Alacant,Algorfa
0301301001,Secciones,5,19,"0,53",2024M11,Alicante/Alacant,Algueña
0301404036,Secciones,40,197,"1,98",2024M11,Alicante/Alacant,Alacant/Alicante
0301404045,Secciones,9,66,"1,04",2024M11,Alicante/Alacant,Alacant/Alicante
0301408006,Secciones,8,26,"1,15",2024M11,Alicante/Alacant,Alacant/Alicante
0301408027,Secciones,1,6,"0,18",2024M11,Alicante/Alacant,Alacant/Alicante
0301408029,Secciones,14,81,"1,52",2024M11,Alicante/Alacant,Alacant/Alicante
0301408030,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301408028,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301408026,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301408031,Secciones,1,6,,2024M11,Alicante/Alacant,Alacant/Alicante
0301406003,Secciones,17,61,"2,22",2024M11,Alicante/Alacant,Alacant/Alicante
0301408021,Secciones,1,2,"0,15",2024M11,Alicante/Alacant,Alacant/Alicante
0301408022,Secciones,3,8,"0,77",2024M11,Alicante/Alacant,Alacant/Alicante
0301408019,Secciones,1,1,"0,13",2024M11,Alicante/Alacant,Alacant/Alicante
0301408004,Secciones,17,58,"2,10",2024M11,Alicante/Alacant,Alacant/Alicante
0301408013,Secciones,5,17,"0,54",2024M11,Alicante/Alacant,Alacant/Alicante
0301408012,Secciones,3,5,"0,33",2024M11,Alicante/Alacant,Alacant/Alicante
0301408003,Secciones,4,19,"0,76",2024M11,Alicante/Alacant,Alacant/Alicante
0301408018,Secciones,1,4,"0,17",2024M11,Alicante/Alacant,Alacant/Alicante
0301408017,Secciones,2,10,"0,41",2024M11,Alicante/Alacant,Alacant/Alicante
0301408010,Secciones,1,4,"0,10",2024M11,Alicante/Alacant,Alacant/Alicante
0301408007,Secciones,8,23,"1,12",2024M11,Alicante/Alacant,Alacant/Alicante
0301408025,Secciones,1,1,"0,26",2024M11,Alicante/Alacant,Alacant/Alicante
0301408014,Secciones,117,596,"4,69",2024M11,Alicante/Alacant,Alacant/Alicante
0301408002,Secciones,6,27,"0,78",2024M11,Alicante/Alacant,Alacant/Alicante
0301408011,Secciones,2,10,"0,24",2024M11,Alicante/Alacant,Alacant/Alicante
0301407022,Secciones,3,9,"0,79",2024M11,Alicante/Alacant,Alacant/Alicante
0301408008,Secciones,4,19,"0,96",2024M11,Alicante/Alacant,Alacant/Alicante
0301406030,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301407020,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301407010,Secciones,1,4,"0,21",2024M11,Alicante/Alacant,Alacant/Alicante
0301407024,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301408005,Secciones,4,16,"0,72",2024M11,Alicante/Alacant,Alacant/Alicante
0301407027,Secciones,1,5,"0,25",2024M11,Alicante/Alacant,Alacant/Alicante
0301408024,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301407025,Secciones,5,14,"1,18",2024M11,Alicante/Alacant,Alacant/Alicante
0301406035,Secciones,1,1,,2024M11,Alicante/Alacant,Alacant/Alicante
0301407004,Secciones,2,8,"0,49",2024M11,Alicante/Alacant,Alacant/Alicante
0301406034,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301407012,Secciones,3,7,"0,32",2024M11,Alicante/Alacant,Alacant/Alicante
0301407011,Secciones,2,7,"0,22",2024M11,Alicante/Alacant,Alacant/Alicante
0301407005,Secciones,3,15,"0,57",2024M11,Alicante/Alacant,Alacant/Alicante
0301406014,Secciones,3,12,"0,40",2024M11,Alicante/Alacant,Alacant/Alicante
0301407002,Secciones,9,27,"1,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301406013,Secciones,4,18,"0,52",2024M11,Alicante/Alacant,Alacant/Alicante
0301407009,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301407013,Secciones,3,5,"0,68",2024M11,Alicante/Alacant,Alacant/Alicante
0301406019,Secciones,1,2,"0,20",2024M11,Alicante/Alacant,Alacant/Alicante
0301406033,Secciones,1,5,"0,10",2024M11,Alicante/Alacant,Alacant/Alicante
0301407014,Secciones,4,13,"0,46",2024M11,Alicante/Alacant,Alacant/Alicante
0301407006,Secciones,3,6,"0,75",2024M11,Alicante/Alacant,Alacant/Alicante
0301406021,Secciones,6,23,"0,66",2024M11,Alicante/Alacant,Alacant/Alicante
0301406029,Secciones,1,2,"0,20",2024M11,Alicante/Alacant,Alacant/Alicante
0301406026,Secciones,5,14,"1,11",2024M11,Alicante/Alacant,Alacant/Alicante
0301406025,Secciones,1,5,"0,08",2024M11,Alicante/Alacant,Alacant/Alicante
0301406024,Secciones,2,8,"0,28",2024M11,Alicante/Alacant,Alacant/Alicante
0301407019,Secciones,1,5,"0,17",2024M11,Alicante/Alacant,Alacant/Alicante
0301406027,Secciones,8,19,"1,52",2024M11,Alicante/Alacant,Alacant/Alicante
0301407017,Secciones,3,10,"0,34",2024M11,Alicante/Alacant,Alacant/Alicante
0301406022,Secciones,3,5,"0,57",2024M11,Alicante/Alacant,Alacant/Alicante
0301406011,Secciones,2,10,"0,26",2024M11,Alicante/Alacant,Alacant/Alicante
0301407016,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301406031,Secciones,0,0,"0,00",2024M11,Alicante/Alacant,Alacant/Alicante
0301407007,Secciones,4,9,"0,50",2024M11,Alicante/Alacant,Alacant/Alicante
